reference_number,accident_date,easting,northing,time_24hr,year,source_file,accident_uid,selected_area_name
16K1653,2014-06-20,429804,433477,1730,2014,2014.csv,2014_16K1653,leeds_central_selected_box
16O0806,2014-06-24,430403,433667,1315,2014,2014.csv,2014_16O0806,leeds_central_selected_box
16P1567,2014-06-25,430032,433375,1800,2014,2014.csv,2014_16P1567,leeds_central_selected_box
16S0273,2014-06-28,430788,433328,405,2014,2014.csv,2014_16S0273,leeds_central_selected_box
16S0581,2014-06-28,430073,433865,1031,2014,2014.csv,2014_16S0581,leeds_central_selected_box
16U0766,2014-06-30,430414,433725,1200,2014,2014.csv,2014_16U0766,leeds_central_selected_box
1710459,2014-07-01,430375,433496,1010,2014,2014.csv,2014_1710459,leeds_central_selected_box
1720356,2014-07-02,430340,433391,916,2014,2014.csv,2014_1720356,leeds_central_selected_box
1720475,2014-07-02,430837,434002,750,2014,2014.csv,2014_1720475,leeds_central_selected_box
1741601,2014-07-04,429954,433798,1900,2014,2014.csv,2014_1741601,leeds_central_selected_box
1750411,2014-07-05,430875,434352,1510,2014,2014.csv,2014_1750411,leeds_central_selected_box
17B0790,2014-07-08,430097,433830,1335,2014,2014.csv,2014_17B0790,leeds_central_selected_box
17C2155,2014-07-12,429939,433389,2315,2014,2014.csv,2014_17C2155,leeds_central_selected_box
17E0742,2014-07-14,430878,434323,1249,2014,2014.csv,2014_17E0742,leeds_central_selected_box
17I1703,2014-07-18,430844,433470,1925,2014,2014.csv,2014_17I1703,leeds_central_selected_box
17L0495,2014-07-20,430306,433854,230,2014,2014.csv,2014_17L0495,leeds_central_selected_box
17N0976,2014-07-23,430846,433470,1508,2014,2014.csv,2014_17N0976,leeds_central_selected_box
17O1143,2014-07-24,430812,433798,1634,2014,2014.csv,2014_17O1143,leeds_central_selected_box
17R0120,2014-07-27,430881,433361,54,2014,2014.csv,2014_17R0120,leeds_central_selected_box
17T1202,2014-07-29,430422,433964,1700,2014,2014.csv,2014_17T1202,leeds_central_selected_box
17T1602,2014-07-29,429935,433609,1657,2014,2014.csv,2014_17T1602,leeds_central_selected_box
1851416,2014-08-05,430081,433864,1928,2014,2014.csv,2014_1851416,leeds_central_selected_box
1860189,2014-08-06,429946,434287,445,2014,2014.csv,2014_1860189,leeds_central_selected_box
1870357,2014-08-08,430839,434003,842,2014,2014.csv,2014_1870357,leeds_central_selected_box
1891263,2014-08-09,430295,433732,1710,2014,2014.csv,2014_1891263,leeds_central_selected_box
18A1643,2014-08-10,430785,433439,2302,2014,2014.csv,2014_18A1643,leeds_central_selected_box
18G1706,2014-08-16,430427,433460,2215,2014,2014.csv,2014_18G1706,leeds_central_selected_box
18K0947,2014-08-20,429858,433787,1535,2014,2014.csv,2014_18K0947,leeds_central_selected_box
1920518,2014-09-02,430863,434357,1100,2014,2014.csv,2014_1920518,leeds_central_selected_box
19B1395,2014-09-11,429846,433793,1710,2014,2014.csv,2014_19B1395,leeds_central_selected_box
19D0736,2014-09-13,429789,433800,1215,2014,2014.csv,2014_19D0736,leeds_central_selected_box
19J1054,2014-09-19,430350,433429,1612,2014,2014.csv,2014_19J1054,leeds_central_selected_box
19O0778,2014-09-24,429914,433490,1425,2014,2014.csv,2014_19O0778,leeds_central_selected_box
19T0743,2014-09-29,430646,433445,1125,2014,2014.csv,2014_19T0743,leeds_central_selected_box
1A21064,2014-10-02,430407,433684,1644,2014,2014.csv,2014_1A21064,leeds_central_selected_box
1A30971,2014-10-03,430790,433468,1550,2014,2014.csv,2014_1A30971,leeds_central_selected_box
1A40849,2014-10-04,430313,433457,849,2014,2014.csv,2014_1A40849,leeds_central_selected_box
1A50307,2014-10-05,430204,433920,409,2014,2014.csv,2014_1A50307,leeds_central_selected_box
1A60839,2014-10-03,429889,433412,1335,2014,2014.csv,2014_1A60839,leeds_central_selected_box
1AA1092,2014-10-10,430056,433473,1700,2014,2014.csv,2014_1AA1092,leeds_central_selected_box
1AB0359,2014-10-11,430429,433995,556,2014,2014.csv,2014_1AB0359,leeds_central_selected_box
1AI0900,2014-10-18,430641,433827,1405,2014,2014.csv,2014_1AI0900,leeds_central_selected_box
1AM1173,2014-10-22,430338,434229,1730,2014,2014.csv,2014_1AM1173,leeds_central_selected_box
1B10073,2014-11-01,429950,434361,115,2014,2014.csv,2014_1B10073,leeds_central_selected_box
1B60264,2014-11-06,430725,433590,804,2014,2014.csv,2014_1B60264,leeds_central_selected_box
1BC1349,2014-11-12,430832,433303,1905,2014,2014.csv,2014_1BC1349,leeds_central_selected_box
1BC1703,2014-11-13,430817,433903,2334,2014,2014.csv,2014_1BC1703,leeds_central_selected_box
1BD0941,2014-11-13,429931,433602,1340,2014,2014.csv,2014_1BD0941,leeds_central_selected_box
1BD1084,2014-11-13,430700,433611,1630,2014,2014.csv,2014_1BD1084,leeds_central_selected_box
1BF0605,2014-11-15,430374,433563,1039,2014,2014.csv,2014_1BF0605,leeds_central_selected_box
1BI1481,2014-11-18,430832,434317,1935,2014,2014.csv,2014_1BI1481,leeds_central_selected_box
1BO0266,2014-11-24,430439,434380,840,2014,2014.csv,2014_1BO0266,leeds_central_selected_box
1BP1384,2014-11-25,429936,433352,2112,2014,2014.csv,2014_1BP1384,leeds_central_selected_box
1BT1587,2014-11-29,430122,433776,1200,2014,2014.csv,2014_1BT1587,leeds_central_selected_box
1C11021,2014-12-01,429913,433934,1609,2014,2014.csv,2014_1C11021,leeds_central_selected_box
1C20709,2014-12-02,429987,433297,1255,2014,2014.csv,2014_1C20709,leeds_central_selected_box
1C91483,2014-12-09,429794,433798,2115,2014,2014.csv,2014_1C91483,leeds_central_selected_box
1CB0981,2014-12-11,430867,434253,1625,2014,2014.csv,2014_1CB0981,leeds_central_selected_box
1CD1136,2014-12-13,430386,433600,1640,2014,2014.csv,2014_1CD1136,leeds_central_selected_box
1CE0243,2014-12-14,430859,433343,250,2014,2014.csv,2014_1CE0243,leeds_central_selected_box
1CG0771,2014-12-16,430701,433612,1441,2014,2014.csv,2014_1CG0771,leeds_central_selected_box
1CJ1944,2014-12-19,429942,433381,2335,2014,2014.csv,2014_1CJ1944,leeds_central_selected_box
1CK1571,2014-12-20,430338,433385,2025,2014,2014.csv,2014_1CK1571,leeds_central_selected_box
1CO0919,2014-12-24,430267,433754,1607,2014,2014.csv,2014_1CO0919,leeds_central_selected_box
21M1029,2015-01-22,430429,433884,1410,2015,2015.csv,2015_21M1029,leeds_central_selected_box
1.30E+38,2015-03-14,429969,434187,22,2015,2015.csv,2015_1.30E+38,leeds_central_selected_box
2130207,2015-01-03,430334,433342,410,2015,2015.csv,2015_2130207,leeds_central_selected_box
21O1665,2015-01-24,430113,433381,15,2015,2015.csv,2015_21O1665,leeds_central_selected_box
21R0747,2015-01-23,429953,433341,2350,2015,2015.csv,2015_21R0747,leeds_central_selected_box
2211177,2015-02-01,430236,433914,2150,2015,2015.csv,2015_2211177,leeds_central_selected_box
22A1555,2015-02-10,430864,434191,2035,2015,2015.csv,2015_22A1555,leeds_central_selected_box
22C1257,2015-02-12,430381,433493,1756,2015,2015.csv,2015_22C1257,leeds_central_selected_box
22E1521,2015-02-14,430790,433473,2201,2015,2015.csv,2015_22E1521,leeds_central_selected_box
22F1487,2015-02-15,430738,433521,1654,2015,2015.csv,2015_22F1487,leeds_central_selected_box
2341666,2015-03-04,429796,433924,2245,2015,2015.csv,2015_2341666,leeds_central_selected_box
2351208,2015-03-05,429853,433793,1200,2015,2015.csv,2015_2351208,leeds_central_selected_box
2361492,2015-03-06,430792,433466,1930,2015,2015.csv,2015_2361492,leeds_central_selected_box
23A1241,2015-03-10,429999,434159,1740,2015,2015.csv,2015_23A1241,leeds_central_selected_box
23D0595,2015-03-13,429881,433504,1216,2015,2015.csv,2015_23D0595,leeds_central_selected_box
23L1712,2015-03-21,430337,433738,2205,2015,2015.csv,2015_23L1712,leeds_central_selected_box
23O0636,2015-03-23,429916,434261,30,2015,2015.csv,2015_23O0636,leeds_central_selected_box
23V1162,2015-03-31,430113,434139,1200,2015,2015.csv,2015_23V1162,leeds_central_selected_box
2421224,2015-04-02,430849,434069,1645,2015,2015.csv,2015_2421224,leeds_central_selected_box
2450877,2015-04-05,430333,433353,300,2015,2015.csv,2015_2450877,leeds_central_selected_box
24B0407,2015-04-10,430715,433742,1240,2015,2015.csv,2015_24B0407,leeds_central_selected_box
24I1142,2015-04-18,430479,433954,1656,2015,2015.csv,2015_24I1142,leeds_central_selected_box
24K1671,2015-04-20,429938,433392,1720,2015,2015.csv,2015_24K1671,leeds_central_selected_box
24N1046,2015-04-23,430267,433745,817,2015,2015.csv,2015_24N1046,leeds_central_selected_box
25F0511,2015-05-15,430701,433470,1015,2015,2015.csv,2015_25F0511,leeds_central_selected_box
25G0958,2015-05-16,430079,433930,1503,2015,2015.csv,2015_25G0958,leeds_central_selected_box
25M0962,2015-05-22,430369,433493,1557,2015,2015.csv,2015_25M0962,leeds_central_selected_box
25Q0587,2015-05-25,430065,433812,30,2015,2015.csv,2015_25Q0587,leeds_central_selected_box
2610654,2015-05-20,430724,433594,700,2015,2015.csv,2015_2610654,leeds_central_selected_box
2620299,2015-06-02,430188,433398,800,2015,2015.csv,2015_2620299,leeds_central_selected_box
2641336,2015-06-04,430844,433468,1837,2015,2015.csv,2015_2641336,leeds_central_selected_box
2660776,2015-06-06,430236,433914,430,2015,2015.csv,2015_2660776,leeds_central_selected_box
2690265,2015-06-09,430879,433361,820,2015,2015.csv,2015_2690265,leeds_central_selected_box
26B0948,2015-06-11,430344,433430,1230,2015,2015.csv,2015_26B0948,leeds_central_selected_box
26D0053,2015-06-13,430381,433427,30,2015,2015.csv,2015_26D0053,leeds_central_selected_box
26E1453,2015-06-14,429958,433327,2015,2015,2015.csv,2015_26E1453,leeds_central_selected_box
26F0254,2015-06-15,430840,434004,820,2015,2015.csv,2015_26F0254,leeds_central_selected_box
26F0268,2015-06-15,430674,434359,836,2015,2015.csv,2015_26F0268,leeds_central_selected_box
26H0965,2015-06-18,430683,433601,1545,2015,2015.csv,2015_26H0965,leeds_central_selected_box
26J0461,2015-06-19,430875,433474,1030,2015,2015.csv,2015_26J0461,leeds_central_selected_box
26O0552,2015-06-24,429907,434006,1510,2015,2015.csv,2015_26O0552,leeds_central_selected_box
26O1434,2015-06-24,430018,434081,1924,2015,2015.csv,2015_26O1434,leeds_central_selected_box
26U1462,2015-06-30,430412,433721,1720,2015,2015.csv,2015_26U1462,leeds_central_selected_box
2781106,2015-07-08,430841,434008,1702,2015,2015.csv,2015_2781106,leeds_central_selected_box
2790214,2015-07-09,430469,433461,720,2015,2015.csv,2015_2790214,leeds_central_selected_box
27B0112,2015-07-11,430267,433395,110,2015,2015.csv,2015_27B0112,leeds_central_selected_box
27P1820,2015-07-25,430065,433775,2322,2015,2015.csv,2015_27P1820,leeds_central_selected_box
27U0988,2015-07-30,429921,433321,830,2015,2015.csv,2015_27U0988,leeds_central_selected_box
2841122,2015-08-04,430861,434357,1726,2015,2015.csv,2015_2841122,leeds_central_selected_box
28C1656,2015-08-12,429862,433524,1656,2015,2015.csv,2015_28C1656,leeds_central_selected_box
28K1218,2015-08-20,430842,434106,1740,2015,2015.csv,2015_28K1218,leeds_central_selected_box
28P1682,2015-08-25,430360,433457,2120,2015,2015.csv,2015_28P1682,leeds_central_selected_box
2921225,2015-09-02,430184,433397,1813,2015,2015.csv,2015_2921225,leeds_central_selected_box
2940397,2015-09-03,430718,433603,1645,2015,2015.csv,2015_2940397,leeds_central_selected_box
2981412,2015-09-08,430059,433940,2020,2015,2015.csv,2015_2981412,leeds_central_selected_box
29A1314,2015-09-10,429915,433797,1700,2015,2015.csv,2015_29A1314,leeds_central_selected_box
29C0164,2015-09-12,430060,433991,200,2015,2015.csv,2015_29C0164,leeds_central_selected_box
29H1050,2015-09-17,430861,434159,1400,2015,2015.csv,2015_29H1050,leeds_central_selected_box
29J0315,2015-09-19,430431,433760,515,2015,2015.csv,2015_29J0315,leeds_central_selected_box
29L0713,2015-09-19,430676,433455,1800,2015,2015.csv,2015_29L0713,leeds_central_selected_box
29Q1865,2015-09-26,430882,434356,2205,2015,2015.csv,2015_29Q1865,leeds_central_selected_box
29R1632,2015-09-27,430223,433402,2030,2015,2015.csv,2015_29R1632,leeds_central_selected_box
2A20797,2015-10-02,429842,433436,1340,2015,2015.csv,2015_2A20797,leeds_central_selected_box
2A21135,2015-10-02,429794,433824,1625,2015,2015.csv,2015_2A21135,leeds_central_selected_box
2A30585,2015-10-02,430367,433464,1635,2015,2015.csv,2015_2A30585,leeds_central_selected_box
2A41245,2015-10-04,429896,433409,1720,2015,2015.csv,2015_2A41245,leeds_central_selected_box
2A60899,2015-10-06,430785,433346,1530,2015,2015.csv,2015_2A60899,leeds_central_selected_box
2AF1595,2015-10-15,430839,434003,1630,2015,2015.csv,2015_2AF1595,leeds_central_selected_box
2AI0023,2015-10-18,429970,433307,13,2015,2015.csv,2015_2AI0023,leeds_central_selected_box
2AI0037,2015-10-18,430477,433951,21,2015,2015.csv,2015_2AI0037,leeds_central_selected_box
2AI0163,2015-10-18,430065,433775,127,2015,2015.csv,2015_2AI0163,leeds_central_selected_box
2AN0465,2015-10-23,429907,433957,1056,2015,2015.csv,2015_2AN0465,leeds_central_selected_box
2AN0938,2015-10-23,430044,434041,1515,2015,2015.csv,2015_2AN0938,leeds_central_selected_box
2AQ0522,2015-10-26,430653,434281,1133,2015,2015.csv,2015_2AQ0522,leeds_central_selected_box
2AS0994,2015-10-20,430002,433384,1730,2015,2015.csv,2015_2AS0994,leeds_central_selected_box
2AV0995,2015-10-31,430435,433584,1427,2015,2015.csv,2015_2AV0995,leeds_central_selected_box
2B10037,2015-10-31,429921,434318,1630,2015,2015.csv,2015_2B10037,leeds_central_selected_box
2B90816,2015-11-09,430039,434055,1426,2015,2015.csv,2015_2B90816,leeds_central_selected_box
2BE1731,2015-11-14,430674,434359,2305,2015,2015.csv,2015_2BE1731,leeds_central_selected_box
2BQ0098,2015-11-26,430536,433702,220,2015,2015.csv,2015_2BQ0098,leeds_central_selected_box
2BS1390,2015-11-28,429915,433662,1915,2015,2015.csv,2015_2BS1390,leeds_central_selected_box
2C21914,2015-12-02,430043,434169,2331,2015,2015.csv,2015_2C21914,leeds_central_selected_box
2C30219,2015-12-03,430638,433341,750,2015,2015.csv,2015_2C30219,leeds_central_selected_box
2C41528,2015-12-04,429972,434197,2057,2015,2015.csv,2015_2C41528,leeds_central_selected_box
2C60906,2015-12-06,430536,433407,1510,2015,2015.csv,2015_2C60906,leeds_central_selected_box
2CA0787,2015-12-04,430407,433467,1740,2015,2015.csv,2015_2CA0787,leeds_central_selected_box
2CA0814,2015-12-10,430032,434105,1416,2015,2015.csv,2015_2CA0814,leeds_central_selected_box
2CA1397,2015-12-10,430041,434037,1955,2015,2015.csv,2015_2CA1397,leeds_central_selected_box
2CD0162,2015-12-13,429788,433696,139,2015,2015.csv,2015_2CD0162,leeds_central_selected_box
2CK0544,2015-12-20,430031,433374,922,2015,2015.csv,2015_2CK0544,leeds_central_selected_box
2CQ0643,2015-12-26,429939,433786,1120,2015,2015.csv,2015_2CQ0643,leeds_central_selected_box
2CQ0796,2015-12-26,430740,433546,1245,2015,2015.csv,2015_2CQ0796,leeds_central_selected_box
2CQ0972,2015-12-26,430576,433604,1425,2015,2015.csv,2015_2CQ0972,leeds_central_selected_box
3161098,2016-01-06,429959,433326,1723,2016,2016.csv,2016_3161098,leeds_central_selected_box
3191206,2016-01-09,430876,434256,1810,2016,2016.csv,2016_3191206,leeds_central_selected_box
31E0436,2016-01-13,430113,434139,1705,2016,2016.csv,2016_31E0436,leeds_central_selected_box
31I1123,2016-01-18,430813,433940,1652,2016,2016.csv,2016_31I1123,leeds_central_selected_box
31P0315,2016-01-25,430554,433739,0925,2016,2016.csv,2016_31P0315,leeds_central_selected_box
31S1678,2016-01-28,429788,433491,2219,2016,2016.csv,2016_31S1678,leeds_central_selected_box
31T0287,2016-01-29,430535,433451,0815,2016,2016.csv,2016_31T0287,leeds_central_selected_box
31V1251,2016-01-31,430036,434078,1535,2016,2016.csv,2016_31V1251,leeds_central_selected_box
3280323,2016-02-06,430233,433333,2220,2016,2016.csv,2016_3280323,leeds_central_selected_box
32A1660,2016-02-10,430437,434358,2130,2016,2016.csv,2016_32A1660,leeds_central_selected_box
32C0191,2016-02-12,429948,433352,0714,2016,2016.csv,2016_32C0191,leeds_central_selected_box
32G1604,2016-02-16,430421,433462,2027,2016,2016.csv,2016_32G1604,leeds_central_selected_box
32Q0653,2016-02-26,430770,433455,1300,2016,2016.csv,2016_32Q0653,leeds_central_selected_box
3370178,2016-03-07,430637,433678,0718,2016,2016.csv,2016_3370178,leeds_central_selected_box
3390843,2016-03-09,430291,433534,1440,2016,2016.csv,2016_3390843,leeds_central_selected_box
33L0442,2016-03-21,430264,433752,1010,2016,2016.csv,2016_33L0442,leeds_central_selected_box
33Q1107,2016-03-26,430069,433848,1340,2016,2016.csv,2016_33Q1107,leeds_central_selected_box
33U0574,2016-03-17,430377,433523,1210,2016,2016.csv,2016_33U0574,leeds_central_selected_box
3480522,2016-04-08,430878,434255,1107,2016,2016.csv,2016_3480522,leeds_central_selected_box
3480914,2016-04-08,430857,433893,1425,2016,2016.csv,2016_3480914,leeds_central_selected_box
34A0112,2016-04-10,430414,433945,0050,2016,2016.csv,2016_34A0112,leeds_central_selected_box
34F1454,2016-04-15,430233,433333,1845,2016,2016.csv,2016_34F1454,leeds_central_selected_box
34G0789,2016-04-16,430601,434156,1310,2016,2016.csv,2016_34G0789,leeds_central_selected_box
34J1015,2016-04-19,430820,433955,1610,2016,2016.csv,2016_34J1015,leeds_central_selected_box
34K1993,2016-04-20,429899,433413,2255,2016,2016.csv,2016_34K1993,leeds_central_selected_box
34L0195,2016-04-21,430640,434240,0719,2016,2016.csv,2016_34L0195,leeds_central_selected_box
34L0343,2016-04-21,430066,433772,0915,2016,2016.csv,2016_34L0343,leeds_central_selected_box
34L1732,2016-04-21,430807,433856,2030,2016,2016.csv,2016_34L1732,leeds_central_selected_box
34Q1266,2016-04-26,430566,433456,1834,2016,2016.csv,2016_34Q1266,leeds_central_selected_box
34S1121,2016-04-28,430576,433446,1656,2016,2016.csv,2016_34S1121,leeds_central_selected_box
3531412,2016-05-03,430358,433916,1810,2016,2016.csv,2016_3531412,leeds_central_selected_box
35E0878,2016-05-14,430030,433365,1410,2016,2016.csv,2016_35E0878,leeds_central_selected_box
35H0201,2016-05-17,430839,434003,0749,2016,2016.csv,2016_35H0201,leeds_central_selected_box
35H0788,2016-05-17,430221,434366,1400,2016,2016.csv,2016_35H0788,leeds_central_selected_box
35L1752,2016-05-21,430327,433739,2310,2016,2016.csv,2016_35L1752,leeds_central_selected_box
35N1534,2016-05-23,430408,433478,1915,2016,2016.csv,2016_35N1534,leeds_central_selected_box
35Q0727,2016-05-19,430105,433378,1720,2016,2016.csv,2016_35Q0727,leeds_central_selected_box
35Q1663,2016-05-26,430793,433459,2315,2016,2016.csv,2016_35Q1663,leeds_central_selected_box
35R0654,2016-05-27,430784,433454,1830,2016,2016.csv,2016_35R0654,leeds_central_selected_box
35R1584,2016-05-27,430119,433382,1950,2016,2016.csv,2016_35R1584,leeds_central_selected_box
35V1090,2016-05-31,430254,433817,1710,2016,2016.csv,2016_35V1090,leeds_central_selected_box
3631326,2016-06-03,430072,433369,1220,2016,2016.csv,2016_3631326,leeds_central_selected_box
3631784,2016-06-03,430062,433712,0520,2016,2016.csv,2016_3631784,leeds_central_selected_box
3661487,2016-06-06,430281,434351,1900,2016,2016.csv,2016_3661487,leeds_central_selected_box
3691956,2016-06-10,430484,433455,2340,2016,2016.csv,2016_3691956,leeds_central_selected_box
36B1783,2016-06-11,429788,433696,2221,2016,2016.csv,2016_36B1783,leeds_central_selected_box
36E0492,2016-06-14,429967,433790,1120,2016,2016.csv,2016_36E0492,leeds_central_selected_box
36E1419,2016-06-14,429971,433314,1705,2016,2016.csv,2016_36E1419,leeds_central_selected_box
36F1615,2016-06-15,430519,433744,2040,2016,2016.csv,2016_36F1615,leeds_central_selected_box
36H0328,2016-06-17,430856,434104,0800,2016,2016.csv,2016_36H0328,leeds_central_selected_box
36M1184,2016-06-22,430842,434106,1712,2016,2016.csv,2016_36M1184,leeds_central_selected_box
36P0595,2016-06-25,430236,433914,1140,2016,2016.csv,2016_36P0595,leeds_central_selected_box
36P1826,2016-06-25,430876,434256,2325,2016,2016.csv,2016_36P1826,leeds_central_selected_box
36Q1665,2016-06-26,430590,433324,2120,2016,2016.csv,2016_36Q1665,leeds_central_selected_box
36T1402,2016-06-29,430434,434358,1900,2016,2016.csv,2016_36T1402,leeds_central_selected_box
3721205,2016-07-02,430780,433454,1526,2016,2016.csv,2016_3721205,leeds_central_selected_box
3740733,2016-07-04,430413,433768,1315,2016,2016.csv,2016_3740733,leeds_central_selected_box
3741226,2016-07-04,429999,434154,1700,2016,2016.csv,2016_3741226,leeds_central_selected_box
37I0734,2016-07-18,430729,433498,1105,2016,2016.csv,2016_37I0734,leeds_central_selected_box
37I0790,2016-07-18,430371,433422,0930,2016,2016.csv,2016_37I0790,leeds_central_selected_box
37O1315,2016-07-24,430296,433400,0400,2016,2016.csv,2016_37O1315,leeds_central_selected_box
3821313,2016-08-02,430667,434302,1830,2016,2016.csv,2016_3821313,leeds_central_selected_box
3851109,2016-08-05,430425,433460,0957,2016,2016.csv,2016_3851109,leeds_central_selected_box
38A0787,2016-08-10,430762,433502,1315,2016,2016.csv,2016_38A0787,leeds_central_selected_box
38A1262,2016-08-10,430864,434191,1810,2016,2016.csv,2016_38A1262,leeds_central_selected_box
38O0184,2016-08-24,430267,433747,0230,2016,2016.csv,2016_38O0184,leeds_central_selected_box
38P1414,2016-08-25,430295,433389,1800,2016,2016.csv,2016_38P1414,leeds_central_selected_box
38Q0585,2016-08-26,430079,433774,1154,2016,2016.csv,2016_38Q0585,leeds_central_selected_box
39G0414,2016-09-16,429859,433411,0929,2016,2016.csv,2016_39G0414,leeds_central_selected_box
39L1271,2016-09-21,430682,433457,1630,2016,2016.csv,2016_39L1271,leeds_central_selected_box
39O1270,2016-09-24,430267,433740,1709,2016,2016.csv,2016_39O1270,leeds_central_selected_box
39P0142,2016-09-25,429886,434288,0130,2016,2016.csv,2016_39P0142,leeds_central_selected_box
39U0240,2016-09-30,430659,433341,0710,2016,2016.csv,2016_39U0240,leeds_central_selected_box
3A30995,2016-10-03,429862,433797,1545,2016,2016.csv,2016_3A30995,leeds_central_selected_box
3A60460,2016-10-06,430576,433446,1000,2016,2016.csv,2016_3A60460,leeds_central_selected_box
3A71446,2016-10-07,430718,433603,0300,2016,2016.csv,2016_3A71446,leeds_central_selected_box
3A80333,2016-10-08,430457,433358,0200,2016,2016.csv,2016_3A80333,leeds_central_selected_box
3A82055,2016-10-08,429798,433928,2339,2016,2016.csv,2016_3A82055,leeds_central_selected_box
3AA1241,2016-10-10,430018,434178,1745,2016,2016.csv,2016_3AA1241,leeds_central_selected_box
3AB1304,2016-10-11,430115,434221,1800,2016,2016.csv,2016_3AB1304,leeds_central_selected_box
3AD0563,2016-10-13,430033,434159,1056,2016,2016.csv,2016_3AD0563,leeds_central_selected_box
3AG0599,2016-10-16,430218,434371,1039,2016,2016.csv,2016_3AG0599,leeds_central_selected_box
3AM0599,2016-10-22,429892,433800,1120,2016,2016.csv,2016_3AM0599,leeds_central_selected_box
3AP0995,2016-10-25,430833,434014,1557,2016,2016.csv,2016_3AP0995,leeds_central_selected_box
3AQ0489,2016-10-26,430576,433446,1115,2016,2016.csv,2016_3AQ0489,leeds_central_selected_box
3AS0267,2016-10-28,430784,433454,0708,2016,2016.csv,2016_3AS0267,leeds_central_selected_box
3B10454,2016-11-01,430839,434003,0745,2016,2016.csv,2016_3B10454,leeds_central_selected_box
3B60634,2016-11-06,430062,433712,1116,2016,2016.csv,2016_3B60634,leeds_central_selected_box
3BB0447,2016-11-11,430869,434149,1030,2016,2016.csv,2016_3BB0447,leeds_central_selected_box
3BC0971,2016-11-13,430369,433487,1510,2016,2016.csv,2016_3BC0971,leeds_central_selected_box
3BI1116,2016-11-17,430368,433926,1740,2016,2016.csv,2016_3BI1116,leeds_central_selected_box
3BJ0893,2016-11-19,430113,434139,1410,2016,2016.csv,2016_3BJ0893,leeds_central_selected_box
3BK0798,2016-11-20,430773,433449,1815,2016,2016.csv,2016_3BK0798,leeds_central_selected_box
3BQ1977,2016-11-26,430638,434240,2340,2016,2016.csv,2016_3BQ1977,leeds_central_selected_box
3C71162,2016-12-07,429872,433414,1615,2016,2016.csv,2016_3C71162,leeds_central_selected_box
3C90476,2016-12-08,430055,434187,2200,2016,2016.csv,2016_3C90476,leeds_central_selected_box
3CA0780,2016-12-10,430374,433535,1202,2016,2016.csv,2016_3CA0780,leeds_central_selected_box
3CB0163,2016-12-11,430341,433905,0140,2016,2016.csv,2016_3CB0163,leeds_central_selected_box
3CF0887,2016-12-15,430668,433452,1510,2016,2016.csv,2016_3CF0887,leeds_central_selected_box
3CG0238,2016-12-18,430188,434387,0735,2016,2016.csv,2016_3CG0238,leeds_central_selected_box
3CG1977,2016-12-16,430332,433348,2335,2016,2016.csv,2016_3CG1977,leeds_central_selected_box
3CK0762,2016-12-20,430643,433451,1410,2016,2016.csv,2016_3CK0762,leeds_central_selected_box
3CL0689,2016-12-21,430177,434291,1245,2016,2016.csv,2016_3CL0689,leeds_central_selected_box
3CM0726,2016-12-22,430378,433537,1230,2016,2016.csv,2016_3CM0726,leeds_central_selected_box
3CT1179,2016-12-29,429839,433406,1725,2016,2016.csv,2016_3CT1179,leeds_central_selected_box
